Chemblid	Drug	canonical	formula	max_phase	synonyms
CHEMBL1200523	CEFAZOLIN SODIUM	Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1.[Na+]	C14H13N8NaO4S3	4.0	46083;;;Ancef;;;Cefazil;;;Cefazolin and dextrose;;;Cefazolin sodium;;;Cefazolin sodium;;;Cefazolin sodium;;;Cefazolin sodium;;;Cefazolin sodium;;;Cefazolin sodium;;;Cefazolin sodium;;;Cefazolin sodium salt;;;Cephazolin;;;Kefzol;;;NSC-291561;;;SK&F 41558;;;Zolicef
CHEMBL1200527	ATRACURIUM BESYLATE	COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1	C65H82N2O18S2	4.0	Atracurium Besilate;;;Atracurium besilate;;;Atracurium besilate;;;Atracurium besilate;;;Atracurium besylate;;;Atracurium besylate;;;Atracurium besylate;;;Atracurium besylate;;;Atracurium besylate;;;Atracurium besylate preservative free;;;BW 33A;;;BW-33A;;;Tracrium;;;Tracrium preservative free
CHEMBL1200528	CHROMIC CHLORIDE	-	-	4.0	Chromic chloride;;;Chromic chloride;;;Chromic chloride;;;Chromic chloride
CHEMBL1200529	COBALTOUS CHLORIDE CO 57	-	-	4.0	57co;;;Cobalt chloride co-57;;;Cobaltous chloride co 57;;;Cobaltous chloride co 57;;;Cobatope-57
CHEMBL1200530	CEFOXITIN SODIUM	CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+]	C16H16N3NaO7S2	4.0	Cefoxitin;;;Cefoxitin sodium;;;Cefoxitin sodium;;;Cefoxitin sodium;;;Cefoxitin sodium;;;Cefoxitin sodium;;;Cefoxitin sodium;;;Mefoxin
CHEMBL1200531	ALFENTANIL HYDROCHLORIDE	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl	C21H33ClN6O3	4.0	Alfenta;;;Alfentanil;;;Alfentanil hydrochloride;;;Alfentanil hydrochloride;;;Alfentanil hydrochloride;;;Alfentanil hydrochloride;;;Alfentanil hydrochloride;;;Alfentanil hydrochloride;;;Alfentanil hydrochloride cii;;;Alfentanil hydrochloride monohydrate;;;R 39209;;;R 39,209;;;R-39209;;;R-39,209;;;Rapifen;;;Rapifen conc;;;Rapifen dilute;;;Rapifen intensive care
CHEMBL1200532	METHDILAZINE HYDROCHLORIDE	CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl	C18H21ClN2S	4.0	Methdilazine hydrochloride;;;Methdilazine hydrochloride;;;Methdilazine hydrochloride;;;Methdilazine hydrochloride;;;Tacaryl
CHEMBL1200534	MOEXIPRIL HYDROCHLORIDE	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl	C27H35ClN2O7	4.0	CI 925;;;CI-925;;;Moexipril hydrochloride;;;Moexipril hydrochloride;;;Moexipril hydrochloride;;;Moexipril hydrochloride;;;Moexipril hydrochloride;;;Moexipril hydrochloride;;;Moexipril hydrochloride;;;Perdix;;;RS-10085-197;;;SPM 925;;;SPM-925;;;Univasc
CHEMBL1200535	THALLOUS CHLORIDE TL 201	-	-	4.0	201tl;;;Thallium (201tl) chloride;;;Thallium (201tl) chloride;;;Thallium chloride (201tl) injection;;;Thallous chloride (201 tl);;;Thallous chloride tl 201;;;Thallous chloride tl 201;;;Thallous chloride tl 201;;;Thallous chloride tl 201;;;Thallous chloride tl-201
CHEMBL1200538	BETAMETHASONE ACETATE	CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	C24H31FO6	4.0	Betamethasone 21-acetate;;;Betamethasone acetate;;;Betamethasone acetate;;;Betamethasone acetate;;;Betamethasone acetate;;;Betamethasone acetate
CHEMBL1200539	CALCIUM CARBONATE	O=C([O-])[O-].[Ca+2]	CCaO3	4.0	Adcal;;;Albacar;;;Cacit;;;Calc 500;;;Calcette;;;Calcichew;;;Calcichew fte;;;Calcidrink;;;Calcium carbonate;;;Calcium carbonate;;;Calcium carbonate;;;Calcium carbonate;;;Calcium carbonate;;;Calcium carbonate;;;Cal-sup;;;Chalk;;;Chalk;;;Chalk, precipitated;;;Children's mylanta upset stomach relief;;;Chooz;;;Citrical;;;E170;;;E-170(I);;;INS-170(I);;;INS NO.170(I);;;Mylanta soothing lozenges;;;NDI 443;;;Os-cal;;;Precipitated Calcium Carbonate;;;Precipitated calcium carbonate;;;Precpitated calcium carbonate;;;Purecal;;;Remegel;;;Rennie;;;Rennie fruit;;;Rennie gold;;;Setlers;;;Titralac;;;Tums
CHEMBL1200541	AMBENONIUM CHLORIDE	CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-]	C28H42Cl4N4O2	4.0	Ambenonium chloride;;;Ambenonium chloride;;;Ambenonium chloride;;;Ambenonium chloride;;;Ambenonium chloride;;;Ambenonium chloride;;;Mytelase
CHEMBL1200542	DESOXYCORTICOSTERONE ACETATE	CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	C23H32O4	4.0	Deoxycorticosterone acetate;;;Deoxycorticosterone acetate;;;Deoxycortone;;;Desoxycorticosterone acetate;;;Desoxycorticosterone acetate;;;Desoxycorticosterone acetate;;;Desoxycortone;;;Desoxycortone;;;Desoxycortone acetate;;;Doca;;;NSC-9567;;;Percorten
CHEMBL1200543	ANILERIDINE PHOSPHATE	CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O	C22H31N2O6P	4.0	Anileridine phosphate;;;Anileridine phosphate;;;Leritine
CHEMBL1200544	CEPHALEXIN	CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.O	C16H19N3O5S	4.0	66873;;;Cefalexin;;;Cefalexin;;;Cefalexin;;;Cefalexin;;;Cefalexin hydrate;;;Cefalexin hydrate;;;Cefalexin hydrate;;;Cefalexin hydrate;;;Cefalexin monohydrate;;;Cephalexin;;;Cephalexin;;;Cephalexin;;;Cephalexin;;;Cephalexin;;;Cephalexin;;;Cephalexin monohydrate;;;Ceporex;;;Keflet;;;Keflex;;;Kiflone;;;LY-66873;;;Panixine disperdose;;;Tenkorex
CHEMBL1200545	DIFLORASONE DIACETATE	CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	C26H32F2O7	4.0	Diflorasone;;;Diflorasone;;;Diflorasone;;;Diflorasone diacetate;;;Diflorasone diacetate;;;Diflorasone diacetate;;;Diflorasone diacetate;;;Diflorasone diacetate;;;Florone;;;Florone e;;;Psorcon;;;Psorcon e;;;U-34865;;;U-34,865
CHEMBL1200548	MANGANESE CHLORIDE	-	-	4.0	CMC001;;;CMC-001;;;Lumenhance;;;Manganese chloride;;;Manganese chloride;;;Manganese chloride;;;Manganese chloride;;;Manganese chloride tetrahydrate;;;Manganese chloride tetrahydrate;;;Manganese chloride tetrahydrate;;;Mangoral;;;NSC-9879
CHEMBL1200549	RAPACURONIUM BROMIDE	C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1.[Br-]	C37H61BrN2O4	4.0	ORG 9487;;;ORG-9487;;;Rapacuronium bromide;;;Rapacuronium bromide;;;Rapacuronium bromide;;;Rapacuronium bromide;;;Raplon
CHEMBL1200550	ANTAZOLINE PHOSPHATE	O=P(O)(O)O.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1	C17H22N3O4P	4.0	Antazoline phosphate;;;Antazoline phosphate;;;Antazoline phosphate
CHEMBL1200553	CUPRIC CHLORIDE	-	-	4.0	Cupric chloride;;;Cupric chloride;;;Cupric chloride
CHEMBL1200554	TRIPTORELIN PAMOATE	CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O	C87H98N18O19	4.0	Trelstar;;;Triptodur kit;;;Triptorelin embonate;;;Triptorelin embonate;;;Triptorelin pamoate;;;Triptorelin pamoate;;;Triptorelin pamoate;;;Triptorelin pamoate;;;Triptorelin pamoate
CHEMBL1200555	IOTROLAN	CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I	C37H48I6N6O18	4.0	Iotrol;;;Iotrolan;;;Iotrolan;;;Iotrolan;;;Iotrolan;;;Iotrolan;;;Iotrolan;;;Osmovist;;;Osmovist 190;;;Osmovist 240;;;ZK 39 482;;;ZK-39482
CHEMBL1200556	DESMOPRESSIN ACETATE	CC(=O)O.N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O	C48H68N14O14S2	4.0	Concentraid;;;Ddavp;;;Ddavp (needs no refrigeration);;;Desmomelt;;;Desmopressin acetate;;;Desmopressin acetate;;;Desmopressin acetate;;;Desmopressin acetate;;;Desmopressin acetate;;;Desmopressin acetate;;;Desmopressin acetate;;;Desmopressin acetate;;;Desmopressin acetate hydrate;;;Desmopressin acetate (needs no refrigeration);;;Desmopressin acetate preservative free;;;Desmospray;;;Desmotabs;;;Minirin;;;Nocdurna;;;Noctiva;;;Nocutil;;;Noqdirna;;;Octim;;;Octostim;;;Presinex;;;Stimate;;;Stimate (needs no refrigeration)
CHEMBL1200557	MANGANESE SULFATE	-	-	4.0	Manganese sulfate;;;Manganese sulfate
CHEMBL1200558	BACITRACIN	CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1	C66H103N17O16S	4.0	Albac 50;;;Baciferm 50;;;Baciguent;;;Baciim;;;Baci-rx;;;Bacitracin;;;Bacitracin;;;Bacitracin;;;Bacitracin;;;Bacitracin;;;Bacitracin;;;Bacitracin;;;Bacitracin;;;Bacitracin;;;E700
CHEMBL1200559	LACTIC ACID	CC(O)C(=O)O	C3H6O3	4.0	Dl- lactic acid;;;Dl-lactic acid;;;E270;;;E 270;;;E-270;;;FEMA NO. 2611;;;HIPURE 88;;;INS-270;;;INS NO.270;;;Lactic acid;;;Lactic acid;;;Lactic acid;;;Lactic acid;;;Lactic acid;;;Lactic acid;;;NSC-367919;;;PURAC FCC 80;;;PURAC FCC 88
CHEMBL1200560	GUANABENZ ACETATE	CC(=O)O.N=C(N)N/N=C/c1c(Cl)cccc1Cl	C10H12Cl2N4O2	4.0	Guanabenz acetate;;;Guanabenz acetate;;;Guanabenz acetate;;;Guanabenz acetate;;;Guanabenz acetate;;;Guanabenz acetate;;;Guanabenz monoacetate;;;WY-8678;;;WY-8678 ACETATE;;;Wytensin
CHEMBL1200561	DOXAZOSIN MESYLATE	COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O	C24H29N5O8S	4.0	Cardozin xl;;;Cardura;;;Cardura xl;;;Cascor;;;Colixil xl;;;Doxadura;;;Doxazosin mesilate;;;Doxazosin mesilate;;;Doxazosin mesilate;;;Doxazosin mesylate;;;Doxazosin mesylate;;;Doxazosin mesylate;;;Doxazosin mesylate;;;Doxazosin mesylate;;;Doxazosin methanesulfonate;;;Doxzogen xl;;;Larbex xl;;;Oxandosin xl;;;Raporsin xl;;;Slocinx xl;;;UK-33,274-27;;;UK-33274-27
CHEMBL1200562	HYDROCORTISONE VALERATE	CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	C26H38O6	4.0	Hydrocortisone valerate;;;Hydrocortisone valerate;;;Hydrocortisone valerate;;;Hydrocortisone valerate;;;Hydrocortisone valerate;;;Westcort
CHEMBL1200563	CERIVASTATIN SODIUM	COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+]	C26H33FNNaO5	4.0	Baycol;;;BAY W 6228;;;Cerivastatin sodium;;;Cerivastatin sodium;;;Cerivastatin sodium
CHEMBL1200569	CAFFEINE, CITRATED	Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O	C14H18N4O9	4.0	Cafcit;;;Caffeine citrate;;;Caffeine citrate;;;Caffeine citrate;;;Caffeine citrate;;;Caffeine citrate;;;Caffeine, citrated;;;Caffeine, citrated;;;Caffeine, citrated;;;Caffeine mixture with citric acid;;;Peyona
CHEMBL1200570	MEGLUMINE	CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	C7H17NO5	4.0	Meglumine;;;Meglumine;;;Meglumine;;;Meglumine;;;Meglumine;;;Meglumine;;;N-methylglucamine;;;NSC-52907;;;NSC-7391
CHEMBL1200571	GADOBENATE DIMEGLUMINE	-	-	4.0	B1903617;;;Gadobenate dimeglumine;;;Gadobenate dimeglumine;;;Gadobenate dimeglumine;;;Gadobenate dimeglumine;;;Gadobenate dimeglumine;;;Gadobenic acid;;;Gadobenic acid;;;Gadobenic acid;;;Gadobenic acid meglumine;;;Meglumine gadobenate;;;Multihance;;;Multihance multipack
CHEMBL1200572	MAGNESIUM OXIDE	O=[Mg]	MgO	4.0	E530;;;E-530;;;INS-530;;;INS NO.530;;;Magdose;;;Magnesium oxide;;;Magnesium oxide;;;Magnesium oxide;;;Magnesium oxide;;;Magnesium oxide;;;Magnesium oxide;;;Magnesium oxide;;;Magnesium oxide heavy;;;Mag ox;;;Mag-ox 400;;;Magstar;;;Oromag 160;;;Oximag;;;Uro-mag
CHEMBL1200574	SODIUM CHLORIDE	[Cl-].[Na+]	ClNa	4.0	10% sodium chloride injection;;;Aqsia (balanced salt soln);;;Askina;;;Askina jet;;;B1655;;;Balanced salt;;;Broncho saline;;;Bss (balanced salt soln);;;Flowfusor;;;Fresenius;;;Hypromellose in ringers soln;;;Iocare (balanced salt soln);;;Irriclens;;;Isotonic;;;Isot saline;;;Labmist;;;Lockes;;;LS-1700;;;Macoperf;;;Miniversol;;;Muro 128;;;Nine lives;;;Normasol;;;NSC-77364;;;Oft cusi antiedema;;;Optiflo s;;;Physiomer;;;Ringer-locke;;;Ringer's;;;RNS-60 COMPONENT SALINE;;;RNS60 COMPONENT SALINE;;;Salex;;;Saline;;;SALINE SOLUTION;;;Saline steripoule;;;Salinex;;;S-chlor sf;;;Sea water;;;Slow sod;;;Sodiclor;;;Sodium chloride;;;Sodium chloride;;;Sodium chloride;;;Sodium chloride;;;Sodium chloride;;;Sodium chloride;;;Sodium chloride;;;Sodium chloride;;;Sodium chloride 14.6%;;;Sodium chloride 23.4%;;;Sodium Chloride, Hypertonic;;;Sodium chloride, hypertonic;;;Sodium chloride solution;;;Sterac;;;Sterijet;;;Steri-wash;;;Syrisal;;;Table Salt;;;Topiclens;;;Tubilux;;;Uriflex-s;;;Uriflex-sp;;;Uroclens;;;Vitaclean
CHEMBL1200578	THEOPHYLLINE SODIUM GLYCINATE	Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)[O-].[Na+]	C9H12N5NaO4	4.0	Asbron;;;Synophylate;;;Theophylline sodium glycinate;;;Theophylline sodium glycinate;;;Theophylline sodium glycinate
CHEMBL1200580	SULFOXONE SODIUM	O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1.[Na+].[Na+]	C14H14N2Na2O6S3	4.0	Aldesulfone sodium;;;Aldesulfone sodium;;;Aldesulfone sodium;;;Diasone sodium;;;Sulfoxone sodium;;;Sulfoxone sodium
CHEMBL1200581	DIATRIZOATE SODIUM	CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+]	C11H8I3N2NaO4	4.0	Diatrizoate sodium;;;Diatrizoate sodium;;;Diatrizoate sodium;;;Diatrizoic acid sodium salt;;;Hypaque;;;Hypaque Sodium;;;Md-50;;;Meglumine sodium amidotrizoate injection;;;NSC-61815;;;Sodium amidotrizoate;;;Sodium amidotrizoate;;;Sodium amidotrizoate;;;Sodium diatrizoate;;;Urovist sodium;;;Urovist sodium 300
CHEMBL1200582	AMINOLEVULINIC ACID HYDROCHLORIDE	Cl.NCC(=O)CCC(=O)O	C5H10ClNO3	4.0	5 ala hcl (trivial name);;;Ameluz;;;Aminolevulinic acid hydrochloride;;;Aminolevulinic acid hydrochloride;;;Aminolevulinic acid hydrochloride;;;Aminolevulinic acid hydrochloride;;;Aminolevulinic acid hydrochloride;;;.delta.-aminolevulinic acid hydrochloride;;;Gleolan;;;Levulan;;;NPC-07;;;NSC-18509
CHEMBL1200584	AMINOSALICYLATE POTASSIUM	Nc1ccc(C(=O)[O-])c(O)c1.[K+]	C7H6KNO3	4.0	Aminosalicylate potassium;;;Paskalium;;;Potassium aminosalicylate;;;Potassium aminosalicylate;;;Potassium aminosalicylate
CHEMBL1200585	OXYMETHOLONE	C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	C21H32O3	4.0	Anadrol;;;Anadrol;;;Anadrol-50;;;Anapolon 50;;;CI-406;;;HMD;;;Oximetholone;;;Oxymetholone;;;Oxymetholone;;;Oxymetholone;;;Oxymetholone;;;Oxymetholone;;;Oxymetholone;;;Oxymetholone;;;Oxymetholone
CHEMBL1200586	PRILOCAINE HYDROCHLORIDE	CCCNC(C)C(=O)Nc1ccccc1C.Cl	C13H21ClN2O	4.0	ASTRA 1512;;;Citanest;;;Citanest plain;;;Citanest plain dental;;;L-67;;;Prilocaine hydrochloride;;;Prilocaine hydrochloride;;;Prilocaine hydrochloride;;;Prilocaine hydrochloride;;;Prilocaine hydrochloride;;;Prilocaine hydrochloride;;;Propitocaine hydrochloride;;;Propitocaine hydrochloride
CHEMBL1200588	CLINDAMYCIN HYDROCHLORIDE	CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.Cl	C18H34Cl2N2O5S	4.0	Cleocin;;;Cleocin hydrochloride;;;Clindamycin HCl;;;Clindamycin hydrochloride;;;Clindamycin hydrochloride;;;Clindamycin hydrochloride;;;Clindamycin hydrochloride;;;Clindamycin hydrochloride;;;Clindamycin hydrochloride;;;Clindamycin hydrochloride;;;Clindamycin hydrochloride;;;Dalacin c;;;U-25179E
CHEMBL1200589	CEFOTIAM HYDROCHLORIDE	CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1.Cl	C18H24ClN9O4S3	4.0	ABBOTT-48999;;;Cefotiam hexetil hydrochloride;;;Cefotiam hydrochloride;;;Cefotiam hydrochloride;;;Cefotiam hydrochloride;;;Cefotiam hydrochloride;;;Ceradon;;;CGP-14221/E;;;Pansporin;;;SCE 963;;;SCE-963
CHEMBL1200592	DESOXYCORTICOSTERONE PIVALATE	CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	C26H38O4	4.0	Desoxycorticosterone pivalate;;;Desoxycorticosterone pivalate;;;Desoxycorticosterone pivalate;;;Desoxycorticosterone trimethylacetate;;;Percorten
CHEMBL1200593	GADOTERIDOL	-	-	4.0	Gadoteridol;;;Gadoteridol;;;Gadoteridol;;;Gadoteridol;;;Gadoteridol;;;Gadoteridol;;;Gadoteridol;;;Gadoteridol;;;Gadoteridol;;;Prohance;;;Prohance multipack;;;SQ 32,692;;;SQ-32692
CHEMBL1200595	CHLORPHENTERMINE HYDROCHLORIDE	CC(C)(N)Cc1ccc(Cl)cc1.Cl	C10H15Cl2N	4.0	Chlorphentermine hydrochloride;;;Chlorphentermine hydrochloride;;;Chlorphentermine hydrochloride;;;Pre-sate;;;S-62;;;W 2426;;;W-2426
CHEMBL1200596	CHLOROXINE	Oc1c(Cl)cc(Cl)c2cccnc12	C9H5Cl2NO	4.0	Capitrol;;;Chloroxine;;;Chloroxine;;;Chloroxine
CHEMBL1200597	ETIDOCAINE HYDROCHLORIDE	CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C.Cl	C17H29ClN2O	4.0	Duranest;;;Etidocaine HCl;;;Etidocaine hydrochloride
CHEMBL1200598	DIETHYLSTILBESTROL DIPHOSPHATE	CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1	C18H22O8P2	4.0	Diethylstilbestrol diphosphate;;;Diethylstilbestrol diphosphate;;;Diethylstilbestrol diphosphate;;;Fosfestrol;;;Fosfestrol;;;Fosfestrol;;;Fosfestrol;;;Fosfestrol;;;Stilphostrol
CHEMBL1200599	DIFENOXIN HYDROCHLORIDE	Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1	C28H29ClN2O2	4.0	Difenoxin HCl;;;Difenoxin hydrochloride
CHEMBL1200600	FLUOROMETHOLONE	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	C22H29FO4	4.0	Fluaton;;;Fluorometholone;;;Fluorometholone;;;Fluorometholone;;;Fluorometholone;;;Fluorometholone;;;Fluorometholone;;;Fluorometholone;;;Fluorometholone;;;Fluorometholone;;;Fluor-op;;;Fml forte;;;Fml fte;;;Fml-neo;;;NSC-33001;;;Oxylone
CHEMBL1200601	NARATRIPTAN HYDROCHLORIDE	CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl	C17H26ClN3O2S	4.0	Amerge;;;GR 85548A;;;GR-85548A;;;Naramig;;;Naratriptan;;;Naratriptan hydrochloride;;;Naratriptan hydrochloride;;;Naratriptan hydrochloride;;;Naratriptan hydrochloride;;;Naratriptan hydrochloride;;;Naratriptan hydrochloride;;;Naratriptan hydrochloride
CHEMBL1200604	TROPICAMIDE	CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1	C17H20N2O2	4.0	Mydriacyl;;;Mydriafair;;;Nods;;;RO-1-7683;;;Tropicacyl;;;Tropicamide;;;Tropicamide;;;Tropicamide;;;Tropicamide;;;Tropicamide;;;Tropicamide;;;Tropicamide;;;Tropicamide;;;Tropicamide;;;Tropicamide;;;Tropicamide
CHEMBL1200606	MEXILETINE HYDROCHLORIDE	Cc1cccc(C)c1OCC(C)N.Cl	C11H18ClNO	4.0	KO-1173;;;KO 1173 CL;;;KO-1173 CL;;;KO-1173-CL;;;Mexiletine hydrochloride;;;Mexiletine hydrochloride;;;Mexiletine hydrochloride;;;Mexiletine hydrochloride;;;Mexiletine hydrochloride;;;Mexiletine hydrochloride;;;Mexiletine hydrochloride;;;Mexiletine hydrochloride;;;Mexitil;;;Mexitil p.l.
CHEMBL1200607	PERFLEXANE	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	C6F14	4.0	AF0150;;;AF-0150;;;Perflexane;;;Perflexane;;;Perflexane
CHEMBL1200609	PAROXETINE MESYLATE	CS(=O)(=O)O.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1	C20H24FNO6S	4.0	Brisdelle;;;Paroxetine mesilate;;;Paroxetine mesylate;;;Paroxetine mesylate;;;Paroxetine mesylate;;;Paroxetine methanesulfonate;;;Pexeva;;;PO-T.MES;;;POT.MES
CHEMBL1200610	LORACARBEF	N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1.O	C16H18ClN3O5	4.0	Lorabid;;;Loracarbef;;;Loracarbef;;;Loracarbef;;;Loracarbef;;;Loracarbef;;;Loracarbef;;;Loracarbef;;;Loracarbef;;;Loracarbef;;;Loracarbef monohydrate;;;LY-163892 MONOHYDRATE;;;LY163892 MONOHYDRATE
CHEMBL1200612	DIBUCAINE HYDROCHLORIDE	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1.Cl	C20H30ClN3O2	4.0	Cincaine chloride;;;Cinchocaine hydrochloride;;;Cinchocaine hydrochloride;;;Dibucaine hydrochloride;;;Dibucaine hydrochloride;;;Dibucaine hydrochloride;;;Heavy solution nupercaine;;;Nupercainal;;;Nupercaine
CHEMBL1200613	TOLMETIN SODIUM	Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+]	C15H14NNaO3	4.0	MCN-2559-21-98;;;Tolectin;;;Tolectin 600;;;Tolectin ds;;;Tolmetin sodium;;;Tolmetin sodium;;;Tolmetin sodium;;;Tolmetin sodium;;;Tolmetin sodium
CHEMBL1200614	IOVERSOL	O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I	C18H24I3N3O9	4.0	Ioversol;;;Ioversol;;;Ioversol;;;Ioversol;;;Ioversol;;;Ioversol;;;Ioversol;;;Ioversol;;;Ioversol;;;MP 328;;;MP-328;;;Optiray;;;Optiray 160;;;Optiray 240;;;Optiray 300;;;Optiray 320;;;Optiray 350
CHEMBL1200616	CHLOROTHIAZIDE SODIUM	NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O.[Na+]	C7H5ClN3NaO4S2	4.0	Chlorothiazide sodium;;;Chlorothiazide sodium;;;Chlorothiazide sodium;;;Chlorothiazide sodium;;;Chlorothiazide sodium;;;Diuril
CHEMBL1200617	RIMEXOLONE	CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	C24H34O3	4.0	ORG 6216;;;ORG-6216;;;Rimexolone;;;Rimexolone;;;Rimexolone;;;Rimexolone;;;Rimexolone;;;Rimexolone;;;Rimexolone;;;Rimexolone;;;Rimexolone;;;Vexol
